Temps (s),Consigne (°C),Erreur (°C),Thermistance 1 - T1 (°C),Thermistance 2 - T2 (°C),Thermistance 3 - T3 (°C),T4',Thermistance 3 estimée - T3_moy (°C),Commande (PWM)
60.33989334106445,23.0,0.0,19.66,21.13,21.49,,21.49,-10.0
60.83077120780945,23.0,0.0,19.66,21.13,21.49,,21.49,-10.0
61.33687925338745,23.0,0.0,19.66,21.09,21.49,,21.49,-10.0
61.84538435935974,23.0,0.0,19.66,21.09,21.49,,21.49,-10.0
62.33741521835327,23.0,0.0,19.61,21.13,21.49,,21.49,-10.0
62.84658432006836,23.0,0.0,19.61,21.09,21.45,,21.45,-10.0
63.33690309524536,23.0,0.0,19.61,21.09,21.45,,21.45,-10.0
63.84481763839722,23.0,0.0,19.61,21.09,21.45,,21.45,-10.0
64.34618544578552,23.0,0.0,19.61,21.09,21.49,,21.49,-10.0
64.84356093406677,23.0,0.0,19.61,21.09,21.45,,21.45,-10.0
65.34919238090515,23.0,0.0,19.61,21.09,21.45,,21.45,-10.0
65.84712028503418,23.0,0.0,19.57,21.09,21.45,,21.45,-10.0
66.34802627563477,23.0,0.0,19.61,21.09,21.45,,21.45,-10.0
66.85412216186523,23.0,0.0,19.61,21.09,21.49,,21.49,-10.0
67.36269855499268,23.0,0.0,19.57,21.09,21.45,,21.45,-10.0
67.85476732254028,23.0,0.0,19.57,21.06,21.45,,21.45,-10.0
68.36057209968567,23.0,0.0,19.57,21.06,21.45,,21.45,-10.0
68.8530285358429,23.0,0.0,19.57,21.06,21.45,,21.45,-10.0
69.36052584648132,23.0,0.0,19.57,21.09,21.45,,21.45,-10.0
69.86239290237427,23.0,0.0,19.57,21.06,21.49,,21.49,-10.0
70.35895919799805,23.0,0.0,19.57,21.06,21.49,,21.49,-10.0
70.86523461341858,23.0,0.0,19.57,21.06,21.45,,21.45,-10.0
71.36641097068787,23.0,0.0,19.57,21.06,21.45,,21.45,-10.0
71.86541652679443,23.0,0.0,19.57,21.06,21.45,,21.45,-10.0
72.35682153701782,23.0,0.0,19.57,21.03,21.41,,21.41,-10.0
72.8629801273346,23.0,0.0,19.57,21.06,21.45,,21.45,-10.0
73.365225315094,23.0,0.0,19.57,21.03,21.45,,21.45,-10.0
73.85923027992249,23.0,0.0,19.57,21.03,21.45,,21.45,-10.0
74.36048316955566,23.0,0.0,19.52,21.06,21.45,,21.45,-10.0
74.86337399482727,23.0,0.0,19.52,21.03,21.45,,21.45,-10.0
75.3772566318512,23.0,0.0,19.52,21.03,21.45,,21.45,-10.0
75.87479782104492,23.0,0.0,19.52,21.03,21.41,,21.41,-10.0
76.36456394195557,23.0,0.0,19.52,21.03,21.45,,21.45,-10.0
76.87945199012756,23.0,0.0,19.52,21.03,21.45,,21.45,-10.0
77.38423585891724,23.0,0.0,19.52,21.03,21.41,,21.41,-10.0
77.87347531318665,23.0,0.0,19.52,21.03,21.41,,21.41,-10.0
