Temps (s),Consigne (°C),Erreur (°C),Thermistance 1 - T1 (°C),Thermistance 2 - T2 (°C),Thermistance 3 - T3 (°C),T4',Thermistance 3 estimée - T3_moy (°C),Commande (PWM),R1,R,R3
13.424846649169922,30,0.0,21.09,20.05,19.93,,19.93,10.0,11866.91,12532.92,12394.03
13.92527151107788,30,0.0,21.14,20.05,19.97,,19.97,10.0,11813.81,12532.92,12394.03
14.408610343933105,30,0.0,21.18,20.08,19.97,,19.97,10.0,11787.39,12513.21,12394.03
14.896390438079834,30,0.0,21.27,20.11,19.97,,19.97,10.0,11734.77,12493.54,12374.62
15.392431735992432,30,0.0,21.31,20.11,19.97,,19.97,10.0,11708.59,12473.92,12374.62
15.87110424041748,30,0.0,21.36,20.15,19.97,,19.97,10.0,11682.48,12473.92,12374.62
16.36695098876953,30,0.0,21.4,20.18,19.97,,19.97,10.0,11656.45,12454.34,12374.62
16.886578798294067,30,0.0,21.49,20.22,19.97,,19.97,10.0,11604.63,12434.8,12374.62
17.396419525146484,30,0.0,21.54,20.22,20.0,,20.0,10.0,11578.83,12434.8,12355.25
17.90984082221985,30,0.0,21.58,20.25,20.0,,20.0,10.0,11553.11,12415.31,12355.25
18.420014142990112,30,0.0,21.63,20.28,20.0,,20.0,10.0,11527.47,12395.85,12355.25
18.91903066635132,30,0.0,21.67,20.28,20.0,,20.0,10.0,11501.91,12376.44,12355.25
19.41985011100769,30,0.0,21.72,20.32,20.04,,20.04,10.0,11476.42,12376.44,12335.93
19.999692678451538,30,0.0,21.76,20.35,20.04,,20.04,10.0,11451.0,12357.07,12335.93
20.52750849723816,30,0.0,21.81,20.39,20.04,,20.04,10.0,11425.67,12337.74,12335.93
21.075847387313843,30,0.0,21.85,20.42,20.04,,20.04,10.0,11400.4,12318.46,12335.93
21.576075792312622,30,0.0,21.9,20.42,20.08,,20.08,10.0,11375.22,12318.46,12335.93
22.108070611953735,30,0.0,21.94,20.45,20.08,,20.08,10.0,11350.1,12299.21,12316.65
22.636197090148926,30,0.0,21.99,20.49,20.08,,20.08,10.0,11325.07,12280.01,12316.65
23.115371465682983,30,0.0,22.03,20.52,20.08,,20.08,10.0,11300.1,12260.85,12297.41
23.61345410346985,30,0.0,22.08,20.55,20.11,,20.11,10.0,11275.21,12260.85,12297.41
24.112467527389526,30,0.0,22.12,20.55,20.11,,20.11,10.0,11250.39,12241.73,12297.41
24.58117985725403,30,0.0,22.16,20.59,20.11,,20.11,10.0,11225.65,12222.65,12297.41
25.05209469795227,30,0.0,22.21,20.62,20.15,,20.15,10.0,11200.97,12203.61,12278.21
25.531495809555054,30,0.0,22.25,20.66,20.15,,20.15,10.0,11176.37,12203.61,12278.21
26.033756971359253,30,0.0,22.3,20.66,20.19,,20.19,10.0,11151.85,12165.65,12278.21
26.514175415039062,30,0.0,22.34,20.69,20.19,,20.19,10.0,11127.39,12165.65,12259.05
27.013301849365234,30,0.0,22.34,20.72,20.19,,20.19,10.0,11127.39,12146.73,12259.05
27.495784997940063,30,0.0,22.39,20.76,20.22,,20.22,10.0,11103.0,12127.85,12259.05
27.959609746932983,30,0.0,22.43,20.76,20.22,,20.22,10.0,11078.69,12127.85,12239.93
28.444793701171875,30,0.0,22.48,20.79,20.22,,20.22,10.0,11054.45,12109.02,12239.93
28.92683482170105,30,0.0,22.52,20.82,20.26,,20.26,10.0,11030.27,12090.22,12220.86
29.409507751464844,30,0.0,22.57,20.86,20.26,,20.26,10.0,11006.17,12071.46,12220.86
29.893161296844482,30,0.0,22.61,20.89,20.29,,20.29,10.0,10982.13,12071.46,12201.82
30.359768867492676,30,0.0,22.61,20.89,20.29,,20.29,10.0,10982.13,12052.74,12201.82
30.82180953025818,30,0.0,22.66,20.93,20.29,,20.29,10.0,10958.17,12034.06,12201.82
31.29591965675354,30,0.0,22.7,20.93,20.33,,20.33,10.0,10934.28,12015.42,12182.82
31.796809434890747,30,0.0,22.7,20.96,20.33,,20.33,10.0,10934.28,12015.42,12182.82
32.276941537857056,30,0.0,22.75,20.99,20.37,,20.37,10.0,10910.45,11996.82,12163.87
32.75929379463196,30,0.0,22.79,21.03,20.37,,20.37,10.0,10886.69,11978.26,12163.87
33.25991225242615,30,0.0,22.84,21.03,20.4,,20.4,10.0,10863.01,11959.74,12163.87
33.72958040237427,30,0.0,22.84,21.06,20.4,,20.4,10.0,10863.01,11959.74,12144.95
34.194206953048706,30,0.0,22.88,21.09,20.4,,20.4,10.0,10839.38,11941.26,12144.95
34.692893266677856,30,0.0,22.93,21.13,20.44,,20.44,10.0,10815.83,11922.82,12126.08
35.1777925491333,30,0.0,22.93,21.13,20.44,,20.44,10.0,10815.83,11904.41,12126.08
35.681867361068726,30,0.0,22.97,21.16,20.48,,20.48,10.0,10792.35,11904.41,12107.25
36.16524887084961,30,0.0,23.02,21.19,20.51,,20.51,10.0,10768.93,11886.04,12107.25
36.699411153793335,30,0.0,23.02,21.23,20.51,,20.51,10.0,10768.93,11867.72,12088.45
37.21389555931091,30,0.0,23.06,21.23,20.51,,20.51,10.0,10745.57,11867.72,12088.45
37.71493411064148,30,0.0,23.1,21.26,20.55,,20.55,10.0,10722.29,11849.43,12069.7
38.22675919532776,30,0.0,23.1,21.29,20.55,,20.55,10.0,10722.29,11831.18,12069.7
38.72937202453613,30,0.0,23.15,21.29,20.58,,20.58,10.0,10699.07,11831.18,12050.98
39.21022987365723,30,0.0,23.19,21.33,20.62,,20.62,10.0,10675.91,11812.96,12050.98
39.708239793777466,30,0.0,23.19,21.4,20.62,,20.62,10.0,10675.91,11776.65,12032.31
40.188984632492065,30,0.0,23.24,21.4,20.62,,20.62,10.0,10652.83,11776.65,12013.67
40.68441104888916,30,0.0,23.24,21.43,20.66,,20.66,10.0,10652.83,11758.55,12013.67
41.184250593185425,30,0.0,23.28,21.43,20.66,,20.66,10.0,10629.81,11758.55,12013.67
41.67129135131836,30,0.0,23.28,21.46,20.69,,20.69,10.0,10629.81,11740.49,11995.08
42.16413187980652,30,0.0,23.33,21.5,20.69,,20.69,10.0,10606.85,11722.47,11995.08
42.73517727851868,30,0.0,23.37,21.5,20.73,,20.73,10.0,10583.95,11722.47,11976.52
43.23245620727539,30,0.0,23.37,21.53,20.73,,20.73,10.0,10583.95,11704.48,11976.52
43.71517729759216,30,0.0,23.42,21.56,20.76,,20.76,10.0,10561.13,11686.53,11958.0
44.19920516014099,30,0.0,23.42,21.56,20.76,,20.76,10.0,10561.13,11668.62,11958.0
44.68324565887451,30,0.0,23.46,21.6,20.8,,20.8,10.0,10538.36,11668.62,11939.53
45.21721005439758,30,0.0,23.46,21.63,20.84,,20.84,10.0,10538.36,11650.75,11939.53
45.682738304138184,30,0.0,23.51,21.66,20.84,,20.84,10.0,10515.66,11632.91,11921.09
46.149012088775635,30,0.0,23.55,21.66,20.87,,20.87,10.0,10493.03,11632.91,11902.68
46.616117000579834,30,0.0,23.55,21.7,20.87,,20.87,10.0,10493.03,11615.11,11902.68
47.09978246688843,30,0.0,23.6,21.73,20.91,,20.91,10.0,10470.46,11597.34,11884.32
47.58041048049927,30,0.0,23.6,21.73,20.91,,20.91,10.0,10470.46,11597.34,11884.32
48.08217120170593,30,0.0,23.64,21.76,20.95,,20.95,10.0,10447.95,11579.62,11866.0
48.57005310058594,30,0.0,23.64,21.8,20.98,,20.98,10.0,10447.95,11561.92,11847.71
49.114768505096436,30,0.0,23.69,21.8,20.98,,20.98,10.0,10425.5,11561.92,11847.71
49.60678553581238,30,0.0,23.69,21.83,21.02,,21.02,10.0,10425.5,11544.27,11829.46
50.135185956954956,30,0.0,23.73,21.83,21.02,,21.02,10.0,10403.12,11526.65,11829.46
50.61924386024475,30,0.0,23.73,21.86,21.05,,21.05,10.0,10403.12,11526.65,11811.25
51.117488384246826,30,0.0,23.78,21.9,21.05,,21.05,10.0,10380.8,11509.07,11811.25
51.601120471954346,30,0.0,23.78,21.93,21.09,,21.09,10.0,10380.8,11491.52,11793.08
52.08512306213379,30,0.0,23.82,21.93,21.13,,21.13,10.0,10358.54,11491.52,11793.08
52.61589074134827,30,0.0,23.82,21.96,21.13,,21.13,10.0,10358.54,11474.01,11774.95
53.129189252853394,30,0.0,23.82,21.96,21.13,,21.13,10.0,10336.34,11474.01,11774.95
53.6449248790741,30,0.0,23.87,22.0,21.16,,21.16,10.0,10336.34,11456.54,11756.85
54.11214017868042,30,0.0,23.91,22.03,21.2,,21.2,10.0,10314.21,11439.1,11738.79
54.59894561767578,30,0.0,23.91,22.03,21.2,,21.2,10.0,10314.21,11439.1,11738.79
55.08064389228821,30,0.0,23.95,22.06,21.23,,21.23,10.0,10292.13,11421.69,11720.78
55.5494167804718,30,0.0,23.95,22.1,21.27,,21.27,10.0,10292.13,11421.69,11720.78
56.03101325035095,30,0.0,23.95,22.1,21.27,,21.27,10.0,10292.13,11404.33,11702.79
56.53229546546936,30,0.0,24.0,22.13,21.31,,21.31,10.0,10270.12,11386.99,11684.85
56.99832272529602,30,0.0,24.0,22.13,21.31,,21.31,10.0,10270.12,11386.99,11684.85
57.48224449157715,30,0.0,24.04,22.16,21.34,,21.34,10.0,10248.17,11369.7,11666.94
57.965322494506836,30,0.0,24.04,22.2,21.34,,21.34,10.0,10248.17,11352.44,11666.94
58.44953370094299,30,0.0,24.09,22.2,21.38,,21.38,10.0,10226.28,11352.44,11649.07
58.93606233596802,30,0.0,24.09,22.23,21.38,,21.38,10.0,10226.28,11335.21,11631.23
59.41935420036316,30,0.0,24.13,22.26,21.41,,21.41,10.0,10204.45,11318.02,11631.23
59.904821157455444,30,0.0,24.13,22.26,21.45,,21.45,10.0,10204.45,11318.02,11613.43
60.386162757873535,30,0.0,24.18,22.3,21.45,,21.45,10.0,10182.68,11300.86,11613.43
60.86907434463501,30,0.0,24.18,22.3,21.49,,21.49,10.0,10182.68,11300.86,11595.67
61.354461431503296,30,0.0,24.18,22.33,21.49,,21.49,10.0,10182.68,11283.74,11595.67
61.85407900810242,30,0.0,24.22,22.36,21.52,,21.52,10.0,10160.97,11266.65,11577.95
62.35200524330139,30,0.0,24.22,22.36,21.56,,21.56,10.0,10160.97,11266.65,11577.95
62.84744095802307,30,0.0,24.22,22.4,21.56,,21.56,10.0,10139.32,11249.6,11560.26
63.34734058380127,30,0.0,24.27,22.4,21.59,,21.59,10.0,10139.32,11249.6,11542.61
63.848220109939575,30,0.0,24.27,22.43,21.59,,21.59,10.0,10139.32,11232.58,11542.61
64.3618311882019,30,0.0,24.31,22.46,21.63,,21.63,10.0,10117.73,11215.6,11524.99
64.85818314552307,30,0.0,24.31,22.46,21.63,,21.63,10.0,10117.73,11215.6,11524.99
65.37282204627991,30,0.0,24.36,22.5,21.66,,21.66,10.0,10096.19,11215.6,11507.42
65.8522253036499,30,0.0,24.36,22.5,21.66,,21.66,10.0,10096.19,11198.65,11507.42
66.38527083396912,30,0.0,24.36,22.53,21.7,,21.7,10.0,10074.72,11181.73,11489.87
66.85181927680969,30,0.0,24.4,22.53,21.7,,21.7,10.0,10074.72,11164.85,11472.37
67.36621236801147,30,0.0,24.4,22.56,21.74,,21.74,10.0,10074.72,11164.85,11472.37
67.86590027809143,30,0.0,24.45,22.59,21.77,,21.77,10.0,10053.31,11148.0,11454.89
68.36609959602356,30,0.0,24.45,22.59,21.77,,21.77,10.0,10053.31,11148.0,11454.89
68.8672981262207,30,0.0,24.49,22.63,21.81,,21.81,10.0,10053.31,11131.19,11437.46
69.36693859100342,30,0.0,24.49,22.63,21.81,,21.81,10.0,10031.95,11131.19,11437.46
69.87957406044006,30,0.0,24.49,22.66,21.84,,21.84,10.0,10031.95,11114.41,11420.06
70.36564207077026,30,0.0,24.49,22.66,21.84,,21.84,10.0,10031.95,11097.66,11420.06
70.95883870124817,30,0.0,24.54,22.69,21.88,,21.88,10.0,10010.65,11097.66,11402.7
71.44278621673584,30,0.0,24.54,22.73,21.88,,21.88,10.0,10010.65,11080.95,11402.7
71.90800046920776,30,0.0,24.58,22.73,21.92,,21.92,10.0,9989.41,11080.95,11385.37
72.39237236976624,30,0.0,24.58,22.76,21.92,,21.92,10.0,9989.41,11064.27,11385.37
72.87250852584839,30,0.0,24.58,22.76,21.95,,21.95,10.0,9989.41,11064.27,11368.07
73.38516783714294,30,0.0,24.63,22.79,21.99,,21.99,10.0,9968.23,11047.62,11350.81
73.88480925559998,30,0.0,24.63,22.79,21.99,,21.99,10.0,9968.23,11047.62,11350.81
74.38058423995972,30,0.0,24.63,22.83,22.02,,22.02,10.0,9968.23,11031.01,11333.59
74.88287258148193,30,0.0,24.67,22.83,22.02,,22.02,10.0,9947.1,11014.43,11333.59
75.49525094032288,30,0.0,24.67,22.86,22.06,,22.06,10.0,9947.1,11014.43,11316.4
75.9773645401001,30,0.0,24.72,22.86,22.06,,22.06,10.0,9926.04,11014.43,11316.4
76.46120166778564,30,0.0,24.72,22.89,22.09,,22.09,10.0,9926.04,10997.88,11299.25
76.92782878875732,30,0.0,24.72,22.93,22.09,,22.09,10.0,9926.04,10981.37,11299.25
77.41137790679932,30,0.0,24.76,22.93,22.13,,22.13,10.0,9905.02,10981.37,11282.13
77.89609265327454,30,0.0,24.76,22.96,22.13,,22.13,10.0,9905.02,10964.88,11282.13
78.39503908157349,30,0.0,24.76,22.96,22.17,,22.17,10.0,9905.02,10964.88,11265.05
78.90452361106873,30,0.0,24.81,22.99,22.17,,22.17,10.0,9884.07,10948.44,11265.05
79.38998484611511,30,0.0,24.81,22.99,22.2,,22.2,10.0,9884.07,10948.44,11248.0
79.88833904266357,30,0.0,24.81,23.02,22.2,,22.2,10.0,9884.07,10932.02,11248.0
80.40152764320374,30,0.0,24.85,23.02,22.24,,22.24,10.0,9863.17,10932.02,11230.98
80.90067386627197,30,0.0,24.85,23.06,22.24,,22.24,10.0,9863.17,10915.64,11230.98
81.40226912498474,30,0.0,24.85,23.06,22.27,,22.27,10.0,9842.33,10915.64,11214.0
81.89835453033447,30,0.0,24.89,23.09,22.27,,22.27,10.0,9842.33,10899.29,11214.0
82.3978202342987,30,0.0,24.89,23.09,22.31,,22.31,10.0,9842.33,10899.29,11197.05
82.91255927085876,30,0.0,24.89,23.12,22.31,,22.31,10.0,9821.55,10882.97,11197.05
83.40845656394958,30,0.0,24.94,23.12,22.34,,22.34,10.0,9821.55,10882.97,11180.14
83.91175365447998,30,0.0,24.94,23.16,22.34,,22.34,10.0,9821.55,10866.68,11180.14
84.41222786903381,30,0.0,24.94,23.16,22.38,,22.38,10.0,9800.82,10866.68,11163.26
84.91055822372437,30,0.0,24.98,23.19,22.42,,22.42,10.0,9800.82,10866.68,11146.42
85.40819144248962,30,0.0,24.98,23.19,22.42,,22.42,10.0,9800.82,10850.43,11146.42
85.90532779693604,30,0.0,24.98,23.19,22.45,,22.45,10.0,9800.82,10850.43,11146.42
86.41682434082031,30,0.0,25.03,23.22,22.45,,22.45,10.0,9780.15,10834.21,11129.61
86.91434144973755,30,0.0,25.03,23.26,22.49,,22.49,10.0,9780.15,10818.02,11112.83
87.41608095169067,30,0.0,25.03,23.26,22.49,,22.49,10.0,9780.15,10818.02,11112.83
87.91434741020203,30,0.0,25.07,23.26,22.49,,22.49,10.0,9759.53,10818.02,11112.83
88.41517543792725,30,0.0,25.07,23.29,22.52,,22.52,10.0,9759.53,10801.86,11096.09
88.91186928749084,30,0.0,25.07,23.29,22.56,,22.56,10.0,9759.53,10801.86,11079.38
89.42657470703125,30,0.0,25.07,23.32,22.56,,22.56,10.0,9759.53,10785.73,11079.38
89.92611694335938,30,0.0,25.12,23.32,22.56,,22.56,10.0,9738.97,10785.73,11062.7
90.42508673667908,30,0.0,25.12,23.35,22.59,,22.59,10.0,9738.97,10769.64,11062.7
90.92464685440063,30,0.0,25.12,23.35,22.63,,22.63,10.0,9738.97,10769.64,11062.7
91.42308282852173,30,0.0,25.16,23.39,22.63,,22.63,10.0,9718.46,10753.57,11046.06
91.92101645469666,30,0.0,25.16,23.39,22.63,,22.63,10.0,9718.46,10753.57,11046.06
92.43568301200867,30,0.0,25.16,23.42,22.66,,22.66,10.0,9718.46,10737.54,11029.45
92.93453216552734,30,0.0,25.21,23.42,22.66,,22.66,10.0,9698.0,10737.54,11029.45
93.43300414085388,30,0.0,25.21,23.45,22.7,,22.7,10.0,9698.0,10721.54,11012.87
93.93279075622559,30,0.0,25.21,23.45,22.7,,22.7,10.0,9698.0,10721.54,10996.33
94.42887353897095,30,0.0,25.21,23.45,22.74,,22.74,10.0,9698.0,10705.57,10996.33
94.93026733398438,30,0.0,25.25,23.49,22.74,,22.74,10.0,9677.61,10705.57,10996.33
95.43003726005554,30,0.0,25.25,23.52,22.77,,22.77,10.0,9677.61,10689.64,10979.82
95.93358087539673,30,0.0,25.25,23.52,22.77,,22.77,10.0,9677.61,10689.64,10979.82
96.44600415229797,30,0.0,25.3,23.52,22.81,,22.81,10.0,9657.26,10689.64,10963.34
96.94572734832764,30,0.0,25.3,23.55,22.81,,22.81,10.0,9657.26,10673.73,10963.34
97.44474935531616,30,0.0,25.3,23.55,22.84,,22.84,10.0,9657.26,10673.73,10946.89
97.94265389442444,30,0.0,25.34,23.59,22.84,,22.84,10.0,9657.26,10657.85,10946.89
98.4404628276825,30,0.0,25.34,23.59,22.88,,22.88,10.0,9636.97,10642.01,10930.48
98.94152474403381,30,0.0,25.34,23.62,22.88,,22.88,10.0,9636.97,10642.01,10930.48
99.44515943527222,30,0.0,25.34,23.62,22.91,,22.91,10.0,9636.97,10642.01,10914.1
99.95774745941162,30,0.0,25.39,23.65,22.91,,22.91,10.0,9616.74,10626.19,10914.1
100.45284914970398,30,0.0,25.39,23.65,22.91,,22.91,10.0,9616.74,10626.19,10914.1
100.9524552822113,30,0.0,25.39,23.65,22.95,,22.95,10.0,9616.74,10626.19,10897.75
101.51605248451233,30,0.0,25.43,23.68,22.95,,22.95,10.0,9596.55,10610.41,10897.75
101.98095345497131,30,0.0,25.43,23.72,22.98,,22.98,10.0,9596.55,10594.66,10881.44
102.45204591751099,30,0.0,25.43,23.72,22.98,,22.98,10.0,9596.55,10594.66,10881.44
102.96592688560486,30,0.0,25.48,23.72,23.02,,23.02,10.0,9576.42,10594.66,10865.15
103.46618461608887,30,0.0,25.48,23.72,23.02,,23.02,10.0,9576.42,10578.94,10865.15
103.9645299911499,30,0.0,25.48,23.75,23.06,,23.06,10.0,9576.42,10578.94,10848.9
104.48047041893005,30,0.0,25.48,23.78,23.06,,23.06,10.0,9576.42,10578.94,10848.9
104.96605253219604,30,0.0,25.52,23.78,23.09,,23.09,10.0,9556.35,10563.25,10848.9
105.46506953239441,30,0.0,25.52,23.78,23.09,,23.09,10.0,9556.35,10563.25,10832.68
105.96514010429382,30,0.0,25.52,23.82,23.09,,23.09,10.0,9556.35,10547.59,10832.68
106.46452045440674,30,0.0,25.57,23.82,23.13,,23.13,10.0,9536.33,10547.59,10816.5
106.99982070922852,30,0.0,25.57,23.85,23.13,,23.13,10.0,9536.33,10531.95,10816.5
107.48131608963013,30,0.0,25.57,23.85,23.16,,23.16,10.0,9536.33,10531.95,10800.34
107.96847128868103,30,0.0,25.57,23.85,23.16,,23.16,10.0,9536.33,10516.36,10800.34
108.51267337799072,30,0.0,25.61,23.88,23.2,,23.2,10.0,9516.36,10516.36,10784.22
108.99611306190491,30,0.0,25.61,23.88,23.2,,23.2,10.0,9516.36,10516.36,10784.22
109.47797107696533,30,0.0,25.61,23.91,23.2,,23.2,10.0,9516.36,10500.78,10784.22
109.97533559799194,30,0.0,25.61,23.91,23.23,,23.23,10.0,9516.36,10500.78,10768.13
110.47681879997253,30,0.0,25.66,23.91,23.23,,23.23,10.0,9496.44,10485.24,10768.13
110.97076559066772,30,0.0,25.66,23.95,23.27,,23.27,10.0,9496.44,10485.24,10752.07
111.48943710327148,30,0.0,25.66,23.95,23.27,,23.27,10.0,9496.44,10485.24,10752.07
111.97243237495422,30,0.0,25.66,23.98,23.27,,23.27,10.0,9496.44,10469.73,10736.04
112.4866075515747,30,0.0,25.7,23.98,23.3,,23.3,10.0,9476.58,10469.73,10736.04
112.98877811431885,30,0.0,25.7,24.01,23.3,,23.3,10.0,9476.58,10454.25,10736.04
113.49280285835266,30,0.0,25.7,24.01,23.34,,23.34,10.0,9476.58,10454.25,10720.04
114.00350308418274,30,0.0,25.7,24.01,23.34,,23.34,10.0,9476.58,10454.25,10720.04
114.4865951538086,30,0.0,25.74,24.04,23.37,,23.37,10.0,9456.76,10438.8,10704.07
115.01719093322754,30,0.0,25.74,24.04,23.37,,23.37,10.0,9456.76,10438.8,10704.07
115.51717925071716,30,0.0,25.74,24.04,23.41,,23.41,10.0,9456.76,10423.38,10688.14
115.99717164039612,30,0.0,25.74,24.08,23.41,,23.41,10.0,9456.76,10423.38,10688.14
116.4985740184784,30,0.0,25.79,24.08,23.41,,23.41,10.0,9437.0,10423.38,10688.14
116.99613118171692,30,0.0,25.79,24.11,23.45,,23.45,10.0,9437.0,10407.99,10672.24
117.4934515953064,30,0.0,25.79,24.11,23.45,,23.45,10.0,9437.0,10407.99,10672.24
117.99553179740906,30,0.0,25.79,24.11,23.48,,23.48,10.0,9437.0,10407.99,10656.36
118.49089503288269,30,0.0,25.83,24.14,23.48,,23.48,10.0,9417.29,10392.63,10656.36
119.00739479064941,30,0.0,25.83,24.14,23.48,,23.48,10.0,9417.29,10392.63,10656.36
119.59881019592285,30,0.0,25.83,24.18,23.52,,23.52,10.0,9417.29,10377.3,10640.52
120.11634016036987,30,0.0,25.83,24.18,23.52,,23.52,10.0,9417.29,10377.3,10640.52
120.58556270599365,30,0.0,25.83,24.18,23.55,,23.55,10.0,9397.64,10377.3,10624.71
121.06795835494995,30,0.0,25.88,24.21,23.55,,23.55,10.0,9397.64,10362.0,10624.71
121.55141425132751,30,0.0,25.88,24.21,23.55,,23.55,10.0,9397.64,10362.0,10624.71
122.03650665283203,30,0.0,25.88,24.24,23.59,,23.59,10.0,9397.64,10362.0,10608.93
122.54857301712036,30,0.0,25.92,24.24,23.59,,23.59,10.0,9397.64,10346.72,10608.93
123.01466941833496,30,0.0,25.92,24.24,23.62,,23.62,10.0,9378.03,10346.72,10593.18
123.51539945602417,30,0.0,25.92,24.27,23.62,,23.62,10.0,9378.03,10346.72,10593.18
124.01364946365356,30,0.0,25.92,24.27,23.62,,23.62,10.0,9378.03,10331.48,10593.18
124.51412796974182,30,0.0,25.92,24.27,23.66,,23.66,10.0,9378.03,10331.48,10577.46
125.01259541511536,30,0.0,25.97,24.31,23.66,,23.66,10.0,9358.48,10316.26,10577.46
125.51583695411682,30,0.0,25.97,24.31,23.69,,23.69,10.0,9358.48,10316.26,10577.46
126.01300477981567,30,0.0,25.97,24.34,23.69,,23.69,10.0,9358.48,10301.08,10561.77
126.52572798728943,30,0.0,25.97,24.34,23.69,,23.69,10.0,9358.48,10301.08,10561.77
127.0231683254242,30,0.0,26.01,24.34,23.73,,23.73,10.0,9338.97,10301.08,10546.11
127.52142763137817,30,0.0,26.01,24.37,23.73,,23.73,10.0,9338.97,10285.92,10546.11
128.01979422569275,30,0.0,26.01,24.37,23.73,,23.73,10.0,9338.97,10285.92,10546.11
128.5214855670929,30,0.0,26.01,24.37,23.76,,23.76,10.0,9338.97,10285.92,10530.49
129.01955699920654,30,0.0,26.06,24.4,23.76,,23.76,10.0,9319.52,10270.79,10530.49
129.52022695541382,30,0.0,26.06,24.4,23.8,,23.8,10.0,9319.52,10270.79,10514.89
130.01988887786865,30,0.0,26.06,24.4,23.8,,23.8,10.0,9319.52,10270.79,10514.89
130.5328869819641,30,0.0,26.06,24.44,23.8,,23.8,10.0,9319.52,10255.69,10514.89
131.0300977230072,30,0.0,26.1,24.44,23.83,,23.83,10.0,9319.52,10255.69,10499.32
131.5281195640564,30,0.0,26.1,24.44,23.83,,23.83,10.0,9300.12,10255.69,10499.32
132.02790021896362,30,0.0,26.1,24.47,23.83,,23.83,10.0,9300.12,10240.62,10499.32
132.54194116592407,30,0.0,26.1,24.47,23.87,,23.87,10.0,9300.12,10240.62,10483.79
133.0405626296997,30,0.0,26.1,24.47,23.87,,23.87,10.0,9300.12,10240.62,10483.79
133.5404829978943,30,0.0,26.15,24.5,23.87,,23.87,10.0,9300.12,10225.58,10483.79
134.040709733963,30,0.0,26.15,24.5,23.9,,23.9,10.0,9280.76,10225.58,10468.28
134.53487467765808,30,0.0,26.15,24.5,23.9,,23.9,10.0,9280.76,10225.58,10468.28
135.03480458259583,30,0.0,26.15,24.54,23.9,,23.9,10.0,9280.76,10225.58,10468.28
135.55041456222534,30,0.0,26.15,24.54,23.94,,23.94,10.0,9280.76,10210.56,10452.8
136.06649804115295,30,0.0,26.19,24.54,23.94,,23.94,10.0,9261.46,10210.56,10452.8
136.54766583442688,30,0.0,26.19,24.54,23.94,,23.94,10.0,9261.46,10195.58,10452.8
137.04635977745056,30,0.0,26.19,24.57,23.98,,23.98,10.0,9261.46,10195.58,10437.35
137.54357028007507,30,0.0,26.19,24.57,23.98,,23.98,10.0,9261.46,10195.58,10437.35
138.05552625656128,30,0.0,26.19,24.6,24.01,,24.01,10.0,9242.21,10180.62,10437.35
138.5547308921814,30,0.0,26.24,24.6,24.01,,24.01,10.0,9242.21,10180.62,10421.93
